year,subject,prior_band,n_students
2025,Chemistry,<1,1
2025,Chemistry,1-<2,2
2025,Chemistry,2-<3,11
2025,Chemistry,3-<4,107
2025,Chemistry,4-<5,1208
2025,Chemistry,5-<6,6725
2025,Chemistry,6-<7,13944
2025,Chemistry,7-<8,16375
2025,Chemistry,8-<9,13439
2025,Chemistry,9>=,1089
2025,Chemistry,Unknown prior,1990
2025,Chemistry,All,54891
2025,Physics,<1,3
2025,Physics,2-<3,10
2025,Physics,3-<4,114
2025,Physics,4-<5,1199
2025,Physics,5-<6,5609
2025,Physics,6-<7,10581
2025,Physics,7-<8,11326
2025,Physics,8-<9,8727
2025,Physics,9>=,718
2025,Physics,Unknown prior,1584
2025,Physics,All,39871
2025,Electronics,3-<4,13
2025,Electronics,4-<5,121
2025,Electronics,5-<6,183
2025,Electronics,6-<7,168
2025,Electronics,7-<8,91
2025,Electronics,8-<9,43
2025,Electronics,9>=,3
2025,Electronics,Unknown prior,10
2025,Electronics,All,632
2025,Environmental Science,2-<3,2
2025,Environmental Science,3-<4,41
2025,Environmental Science,4-<5,281
2025,Environmental Science,5-<6,727
2025,Environmental Science,6-<7,577
2025,Environmental Science,7-<8,299
2025,Environmental Science,8-<9,86
2025,Environmental Science,9>=,4
2025,Environmental Science,Unknown prior,42
2025,Environmental Science,All,2059
2025,Geology,2-<3,1
2025,Geology,3-<4,14
2025,Geology,4-<5,112
2025,Geology,5-<6,255
2025,Geology,6-<7,279
2025,Geology,7-<8,165
2025,Geology,8-<9,74
2025,Geology,9>=,2
2025,Geology,Unknown prior,11
2025,Geology,All,913
2025,Mathematics,<1,6
2025,Mathematics,1-<2,2
2025,Mathematics,2-<3,28
2025,Mathematics,3-<4,277
2025,Mathematics,4-<5,3036
2025,Mathematics,5-<6,13547
2025,Mathematics,6-<7,25757
2025,Mathematics,7-<8,27568
2025,Mathematics,8-<9,21616
2025,Mathematics,9>=,1941
2025,Mathematics,Unknown prior,3800
2025,Mathematics,All,97578
2025,Mathematics (Statistics),3-<4,22
2025,Mathematics (Statistics),4-<5,203
2025,Mathematics (Statistics),5-<6,424
2025,Mathematics (Statistics),6-<7,291
2025,Mathematics (Statistics),7-<8,81
2025,Mathematics (Statistics),8-<9,19
2025,Mathematics (Statistics),Unknown prior,22
2025,Mathematics (Statistics),All,1062
2025,Mathematics (Further),<1,1
2025,Mathematics (Further),2-<3,1
2025,Mathematics (Further),3-<4,21
2025,Mathematics (Further),4-<5,139
2025,Mathematics (Further),5-<6,770
2025,Mathematics (Further),6-<7,2394
2025,Mathematics (Further),7-<8,5124
2025,Mathematics (Further),8-<9,7443
2025,Mathematics (Further),9>=,828
2025,Mathematics (Further),Unknown prior,953
2025,Mathematics (Further),All,17674
2025,Computer Studies / Computing,2-<3,3
2025,Computer Studies / Computing,3-<4,149
2025,Computer Studies / Computing,4-<5,1299
2025,Computer Studies / Computing,5-<6,3961
2025,Computer Studies / Computing,6-<7,5300
2025,Computer Studies / Computing,7-<8,4301
2025,Computer Studies / Computing,8-<9,2579
2025,Computer Studies / Computing,9>=,148
2025,Computer Studies / Computing,Unknown prior,621
2025,Computer Studies / Computing,All,18361
2025,Business Studies:Single,<1,3
2025,Business Studies:Single,1-<2,2
2025,Business Studies:Single,2-<3,53
2025,Business Studies:Single,3-<4,1093
2025,Business Studies:Single,4-<5,7851
2025,Business Studies:Single,5-<6,15153
2025,Business Studies:Single,6-<7,10694
2025,Business Studies:Single,7-<8,4003
2025,Business Studies:Single,8-<9,873
2025,Business Studies:Single,9>=,51
2025,Business Studies:Single,Unknown prior,1030
2025,Business Studies:Single,All,40806
2025,Art and Design,2-<3,34
2025,Art and Design,3-<4,264
2025,Art and Design,4-<5,911
2025,Art and Design,5-<6,1380
2025,Art and Design,6-<7,1361
2025,Art and Design,7-<8,796
2025,Art and Design,8-<9,361
2025,Art and Design,9>=,36
2025,Art and Design,Unknown prior,147
2025,Art and Design,All,5290
2025,Art and Design (Graphics),1-<2,2
2025,Art and Design (Graphics),2-<3,30
2025,Art and Design (Graphics),3-<4,358
2025,Art and Design (Graphics),4-<5,1264
2025,Art and Design (Graphics),5-<6,1640
2025,Art and Design (Graphics),6-<7,1161
2025,Art and Design (Graphics),7-<8,525
2025,Art and Design (Graphics),8-<9,130
2025,Art and Design (Graphics),9>=,13
2025,Art and Design (Graphics),Unknown prior,132
2025,Art and Design (Graphics),All,5255
2025,Art and Design (Photography),<1,2
2025,Art and Design (Photography),1-<2,6
2025,Art and Design (Photography),2-<3,73
2025,Art and Design (Photography),3-<4,1034
2025,Art and Design (Photography),4-<5,2925
2025,Art and Design (Photography),5-<6,2993
2025,Art and Design (Photography),6-<7,1764
2025,Art and Design (Photography),7-<8,638
2025,Art and Design (Photography),8-<9,137
2025,Art and Design (Photography),9>=,18
2025,Art and Design (Photography),Unknown prior,247
2025,Art and Design (Photography),All,9837
2025,Art and Design (Textiles),1-<2,2
2025,Art and Design (Textiles),2-<3,12
2025,Art and Design (Textiles),3-<4,181
2025,Art and Design (Textiles),4-<5,711
2025,Art and Design (Textiles),5-<6,1002
2025,Art and Design (Textiles),6-<7,813
2025,Art and Design (Textiles),7-<8,413
2025,Art and Design (Textiles),8-<9,134
2025,Art and Design (Textiles),9>=,7
2025,Art and Design (Textiles),Unknown prior,101
2025,Art and Design (Textiles),All,3376
2025,Art and Design (3d Studies),1-<2,2
2025,Art and Design (3d Studies),2-<3,8
2025,Art and Design (3d Studies),3-<4,125
2025,Art and Design (3d Studies),4-<5,490
2025,Art and Design (3d Studies),5-<6,721
2025,Art and Design (3d Studies),6-<7,551
2025,Art and Design (3d Studies),7-<8,250
2025,Art and Design (3d Studies),8-<9,95
2025,Art and Design (3d Studies),9>=,12
2025,Art and Design (3d Studies),Unknown prior,59
2025,Art and Design (3d Studies),All,2313
2025,Art and Design (Critical Studies),1-<2,2
2025,Art and Design (Critical Studies),2-<3,3
2025,Art and Design (Critical Studies),3-<4,10
2025,Art and Design (Critical Studies),4-<5,24
2025,Art and Design (Critical Studies),5-<6,27
2025,Art and Design (Critical Studies),6-<7,30
2025,Art and Design (Critical Studies),7-<8,18
2025,Art and Design (Critical Studies),8-<9,4
2025,Art and Design (Critical Studies),9>=,3
2025,Art and Design (Critical Studies),Unknown prior,17
2025,Art and Design (Critical Studies),All,138
2025,Art and Design (Fine Art),1-<2,1
2025,Art and Design (Fine Art),2-<3,42
2025,Art and Design (Fine Art),3-<4,462
2025,Art and Design (Fine Art),4-<5,1931
2025,Art and Design (Fine Art),5-<6,3451
2025,Art and Design (Fine Art),6-<7,3369
2025,Art and Design (Fine Art),7-<8,2245
2025,Art and Design (Fine Art),8-<9,1118
2025,Art and Design (Fine Art),9>=,130
2025,Art and Design (Fine Art),Unknown prior,341
2025,Art and Design (Fine Art),All,13090
2025,History of Art,3-<4,9
2025,History of Art,4-<5,61
2025,History of Art,5-<6,123
2025,History of Art,6-<7,194
2025,History of Art,7-<8,181
2025,History of Art,8-<9,154
2025,History of Art,9>=,25
2025,History of Art,Unknown prior,50
2025,History of Art,All,797
2025,Geography,<1,1
2025,Geography,2-<3,11
2025,Geography,3-<4,290
2025,Geography,4-<5,3223
2025,Geography,5-<6,8673
2025,Geography,6-<7,9315
2025,Geography,7-<8,6106
2025,Geography,8-<9,2738
2025,Geography,9>=,181
2025,Geography,Unknown prior,395
2025,Geography,All,30933
2025,History,1-<2,1
2025,History,2-<3,23
2025,History,3-<4,543
2025,History,4-<5,4215
2025,History,5-<6,10061
2025,History,6-<7,11137
2025,History,7-<8,8161
2025,History,8-<9,4789
2025,History,9>=,498
2025,History,Unknown prior,636
2025,History,All,40064
2025,Economics,<1,4
2025,Economics,1-<2,2
2025,Economics,2-<3,21
2025,Economics,3-<4,338
2025,Economics,4-<5,3354
2025,Economics,5-<6,9643
2025,Economics,6-<7,11436
2025,Economics,7-<8,8569
2025,Economics,8-<9,5158
2025,Economics,9>=,545
2025,Economics,Unknown prior,1341
2025,Economics,All,40411
2025,Religious Studies,1-<2,1
2025,Religious Studies,2-<3,15
2025,Religious Studies,3-<4,369
2025,Religious Studies,4-<5,1993
2025,Religious Studies,5-<6,3841
2025,Religious Studies,6-<7,3729
2025,Religious Studies,7-<8,2428
2025,Religious Studies,8-<9,1341
2025,Religious Studies,9>=,158
2025,Religious Studies,Unknown prior,173
2025,Religious Studies,All,14048
2025,Law,2-<3,9
2025,Law,3-<4,438
2025,Law,4-<5,2831
2025,Law,5-<6,5178
2025,Law,6-<7,3599
2025,Law,7-<8,1405
2025,Law,8-<9,308
2025,Law,9>=,6
2025,Law,Unknown prior,187
2025,Law,All,13961
2025,Logic / Philosophy,<1,1
2025,Logic / Philosophy,2-<3,8
2025,Logic / Philosophy,3-<4,59
2025,Logic / Philosophy,4-<5,340
2025,Logic / Philosophy,5-<6,816
2025,Logic / Philosophy,6-<7,979
2025,Logic / Philosophy,7-<8,727
2025,Logic / Philosophy,8-<9,531
2025,Logic / Philosophy,9>=,50
2025,Logic / Philosophy,Unknown prior,60
2025,Logic / Philosophy,All,3571
2025,Government and Politics,<1,1
2025,Government and Politics,1-<2,2
2025,Government and Politics,2-<3,16
2025,Government and Politics,3-<4,433
2025,Government and Politics,4-<5,2762
2025,Government and Politics,5-<6,5332
2025,Government and Politics,6-<7,5236
2025,Government and Politics,7-<8,3741
2025,Government and Politics,8-<9,1942
2025,Government and Politics,9>=,221
2025,Government and Politics,Unknown prior,437
2025,Government and Politics,All,20123
2025,Psychology,<1,1
2025,Psychology,2-<3,46
2025,Psychology,3-<4,1002
2025,Psychology,4-<5,8649
2025,Psychology,5-<6,22015
2025,Psychology,6-<7,21809
2025,Psychology,7-<8,11944
2025,Psychology,8-<9,4237
2025,Psychology,9>=,207
2025,Psychology,Unknown prior,1394
2025,Psychology,All,71304
2025,Sociology,2-<3,82
2025,Sociology,3-<4,1902
2025,Sociology,4-<5,10252
2025,Sociology,5-<6,14835
2025,Sociology,6-<7,9183
2025,Sociology,7-<8,3465
2025,Sociology,8-<9,747
2025,Sociology,9>=,11
2025,Sociology,Unknown prior,531
2025,Sociology,All,41008
2025,English Language and Literature,2-<3,5
2025,English Language and Literature,3-<4,239
2025,English Language and Literature,4-<5,1195
2025,English Language and Literature,5-<6,2111
2025,English Language and Literature,6-<7,1697
2025,English Language and Literature,7-<8,907
2025,English Language and Literature,8-<9,261
2025,English Language and Literature,9>=,9
2025,English Language and Literature,Unknown prior,102
2025,English Language and Literature,All,6526
2025,English Language,<1,1
2025,English Language,1-<2,1
2025,English Language,2-<3,15
2025,English Language,3-<4,421
2025,English Language,4-<5,2351
2025,English Language,5-<6,4095
2025,English Language,6-<7,3134
2025,English Language,7-<8,1507
2025,English Language,8-<9,468
2025,English Language,9>=,13
2025,English Language,Unknown prior,169
2025,English Language,All,12175
2025,English Literature,2-<3,25
2025,English Literature,3-<4,583
2025,English Literature,4-<5,3997
2025,English Literature,5-<6,8543
2025,English Literature,6-<7,9241
2025,English Literature,7-<8,6756
2025,English Literature,8-<9,3987
2025,English Literature,9>=,453
2025,English Literature,Unknown prior,588
2025,English Literature,All,34173
2025,Drama and Theatre Studies,2-<3,13
2025,Drama and Theatre Studies,3-<4,242
2025,Drama and Theatre Studies,4-<5,988
2025,Drama and Theatre Studies,5-<6,1942
2025,Drama and Theatre Studies,6-<7,1935
2025,Drama and Theatre Studies,7-<8,1322
2025,Drama and Theatre Studies,8-<9,694
2025,Drama and Theatre Studies,9>=,68
2025,Drama and Theatre Studies,Unknown prior,162
2025,Drama and Theatre Studies,All,7366
2025,Media/Film/Tv Studies,<1,1
2025,Media/Film/Tv Studies,1-<2,1
2025,Media/Film/Tv Studies,2-<3,37
2025,Media/Film/Tv Studies,3-<4,1040
2025,Media/Film/Tv Studies,4-<5,3937
2025,Media/Film/Tv Studies,5-<6,4813
2025,Media/Film/Tv Studies,6-<7,2786
2025,Media/Film/Tv Studies,7-<8,1053
2025,Media/Film/Tv Studies,8-<9,196
2025,Media/Film/Tv Studies,9>=,3
2025,Media/Film/Tv Studies,Unknown prior,186
2025,Media/Film/Tv Studies,All,14053
2025,Film Studies,<1,1
2025,Film Studies,1-<2,2
2025,Film Studies,2-<3,23
2025,Film Studies,3-<4,430
2025,Film Studies,4-<5,1804
2025,Film Studies,5-<6,2308
2025,Film Studies,6-<7,1584
2025,Film Studies,7-<8,668
2025,Film Studies,8-<9,169
2025,Film Studies,9>=,2
2025,Film Studies,Unknown prior,132
2025,Film Studies,All,7123
2025,French,2-<3,3
2025,French,3-<4,28
2025,French,4-<5,250
2025,French,5-<6,783
2025,French,6-<7,1458
2025,French,7-<8,1649
2025,French,8-<9,1687
2025,French,9>=,225
2025,French,Unknown prior,197
2025,French,All,6280
2025,German,3-<4,11
2025,German,4-<5,86
2025,German,5-<6,192
2025,German,6-<7,415
2025,German,7-<8,518
2025,German,8-<9,612
2025,German,9>=,92
2025,German,Unknown prior,100
2025,German,All,2026
2025,Italian,1-<2,1
2025,Italian,2-<3,2
2025,Italian,3-<4,22
2025,Italian,4-<5,64
2025,Italian,5-<6,111
2025,Italian,6-<7,124
2025,Italian,7-<8,89
2025,Italian,8-<9,64
2025,Italian,9>=,17
2025,Italian,Unknown prior,35
2025,Italian,All,529
2025,Modern Greek,2-<3,1
2025,Modern Greek,3-<4,2
2025,Modern Greek,4-<5,8
2025,Modern Greek,5-<6,13
2025,Modern Greek,6-<7,11
2025,Modern Greek,7-<8,18
2025,Modern Greek,8-<9,12
2025,Modern Greek,9>=,1
2025,Modern Greek,Unknown prior,5
2025,Modern Greek,All,71
2025,Portuguese,2-<3,5
2025,Portuguese,3-<4,9
2025,Portuguese,4-<5,49
2025,Portuguese,5-<6,67
2025,Portuguese,6-<7,39
2025,Portuguese,7-<8,22
2025,Portuguese,8-<9,7
2025,Portuguese,Unknown prior,18
2025,Portuguese,All,216
2025,Spanish,<1,1
2025,Spanish,2-<3,16
2025,Spanish,3-<4,71
2025,Spanish,4-<5,465
2025,Spanish,5-<6,1329
2025,Spanish,6-<7,1907
2025,Spanish,7-<8,1807
2025,Spanish,8-<9,1544
2025,Spanish,9>=,208
2025,Spanish,Unknown prior,223
2025,Spanish,All,7571
2025,Arabic,<1,1
2025,Arabic,1-<2,2
2025,Arabic,2-<3,8
2025,Arabic,3-<4,29
2025,Arabic,4-<5,100
2025,Arabic,5-<6,120
2025,Arabic,6-<7,90
2025,Arabic,7-<8,64
2025,Arabic,8-<9,27
2025,Arabic,9>=,2
2025,Arabic,Unknown prior,25
2025,Arabic,All,468
2025,Chinese,<1,3
2025,Chinese,2-<3,11
2025,Chinese,3-<4,31
2025,Chinese,4-<5,84
2025,Chinese,5-<6,169
2025,Chinese,6-<7,167
2025,Chinese,7-<8,145
2025,Chinese,8-<9,133
2025,Chinese,9>=,34
2025,Chinese,Unknown prior,470
2025,Chinese,All,1247
2025,Japanese,3-<4,3
2025,Japanese,4-<5,8
2025,Japanese,5-<6,13
2025,Japanese,6-<7,31
2025,Japanese,7-<8,32
2025,Japanese,8-<9,31
2025,Japanese,9>=,3
2025,Japanese,Unknown prior,26
2025,Japanese,All,147
2025,Modern Hebrew,4-<5,5
2025,Modern Hebrew,5-<6,13
2025,Modern Hebrew,6-<7,11
2025,Modern Hebrew,7-<8,9
2025,Modern Hebrew,8-<9,4
2025,Modern Hebrew,9>=,3
2025,Modern Hebrew,Unknown prior,1
2025,Modern Hebrew,All,46
2025,Punjabi,3-<4,6
2025,Punjabi,4-<5,19
2025,Punjabi,5-<6,30
2025,Punjabi,6-<7,26
2025,Punjabi,7-<8,14
2025,Punjabi,8-<9,5
2025,Punjabi,Unknown prior,3
2025,Punjabi,All,103
2025,Polish,2-<3,3
2025,Polish,3-<4,13
2025,Polish,4-<5,84
2025,Polish,5-<6,186
2025,Polish,6-<7,228
2025,Polish,7-<8,127
2025,Polish,8-<9,52
2025,Polish,9>=,3
2025,Polish,Unknown prior,15
2025,Polish,All,711
2025,Russian,1-<2,3
2025,Russian,2-<3,9
2025,Russian,3-<4,29
2025,Russian,4-<5,73
2025,Russian,5-<6,118
2025,Russian,6-<7,176
2025,Russian,7-<8,135
2025,Russian,8-<9,131
2025,Russian,9>=,28
2025,Russian,Unknown prior,202
2025,Russian,All,904
2025,Turkish,1-<2,2
2025,Turkish,2-<3,4
2025,Turkish,3-<4,28
2025,Turkish,4-<5,96
2025,Turkish,5-<6,112
2025,Turkish,6-<7,82
2025,Turkish,7-<8,44
2025,Turkish,8-<9,13
2025,Turkish,Unknown prior,29
2025,Turkish,All,410
2025,Urdu,1-<2,1
2025,Urdu,2-<3,2
2025,Urdu,3-<4,8
2025,Urdu,4-<5,31
2025,Urdu,5-<6,53
2025,Urdu,6-<7,37
2025,Urdu,7-<8,32
2025,Urdu,8-<9,11
2025,Urdu,Unknown prior,13
2025,Urdu,All,188
2025,Persian,3-<4,10
2025,Persian,4-<5,17
2025,Persian,5-<6,19
2025,Persian,6-<7,13
2025,Persian,7-<8,9
2025,Persian,8-<9,6
2025,Persian,9>=,1
2025,Persian,Unknown prior,29
2025,Persian,All,104
2025,Ancient History,2-<3,1
2025,Ancient History,3-<4,20
2025,Ancient History,4-<5,133
2025,Ancient History,5-<6,251
2025,Ancient History,6-<7,271
2025,Ancient History,7-<8,164
2025,Ancient History,8-<9,65
2025,Ancient History,9>=,7
2025,Ancient History,Unknown prior,15
2025,Ancient History,All,927
2025,Classical Civilisation,2-<3,3
2025,Classical Civilisation,3-<4,66
2025,Classical Civilisation,4-<5,387
2025,Classical Civilisation,5-<6,826
2025,Classical Civilisation,6-<7,1043
2025,Classical Civilisation,7-<8,866
2025,Classical Civilisation,8-<9,543
2025,Classical Civilisation,9>=,51
2025,Classical Civilisation,Unknown prior,92
2025,Classical Civilisation,All,3877
2025,Classical Greek,6-<7,1
2025,Classical Greek,7-<8,12
2025,Classical Greek,8-<9,118
2025,Classical Greek,9>=,58
2025,Classical Greek,Unknown prior,3
2025,Classical Greek,All,192
2025,Latin,3-<4,1
2025,Latin,4-<5,1
2025,Latin,5-<6,14
2025,Latin,6-<7,66
2025,Latin,7-<8,163
2025,Latin,8-<9,511
2025,Latin,9>=,161
2025,Latin,Unknown prior,13
2025,Latin,All,930
2025,Other Classical Languages,3-<4,1
2025,Other Classical Languages,5-<6,6
2025,Other Classical Languages,6-<7,17
2025,Other Classical Languages,7-<8,11
2025,Other Classical Languages,8-<9,12
2025,Other Classical Languages,9>=,1
2025,Other Classical Languages,Unknown prior,1
2025,Other Classical Languages,All,49
2025,Music,2-<3,2
2025,Music,3-<4,38
2025,Music,4-<5,202
2025,Music,5-<6,551
2025,Music,6-<7,848
2025,Music,7-<8,937
2025,Music,8-<9,798
2025,Music,9>=,35
2025,Music,Unknown prior,84
2025,Music,All,3495
2025,Music Technology,2-<3,1
2025,Music Technology,3-<4,51
2025,Music Technology,4-<5,204
2025,Music Technology,5-<6,373
2025,Music Technology,6-<7,302
2025,Music Technology,7-<8,207
2025,Music Technology,8-<9,94
2025,Music Technology,9>=,5
2025,Music Technology,Unknown prior,46
2025,Music Technology,All,1283
2025,Physical Education / Sports Studies,<1,1
2025,Physical Education / Sports Studies,2-<3,3
2025,Physical Education / Sports Studies,3-<4,131
2025,Physical Education / Sports Studies,4-<5,1324
2025,Physical Education / Sports Studies,5-<6,3691
2025,Physical Education / Sports Studies,6-<7,3759
2025,Physical Education / Sports Studies,7-<8,1961
2025,Physical Education / Sports Studies,8-<9,609
2025,Physical Education / Sports Studies,9>=,32
2025,Physical Education / Sports Studies,Unknown prior,170
2025,Physical Education / Sports Studies,All,11681
2025,Dance,2-<3,3
2025,Dance,3-<4,33
2025,Dance,4-<5,153
2025,Dance,5-<6,338
2025,Dance,6-<7,235
2025,Dance,7-<8,118
2025,Dance,8-<9,42
2025,Dance,9>=,1
2025,Dance,Unknown prior,8
2025,Dance,All,931
2025,Accounting / Finance,2-<3,3
2025,Accounting / Finance,3-<4,41
2025,Accounting / Finance,4-<5,422
2025,Accounting / Finance,5-<6,827
2025,Accounting / Finance,6-<7,611
2025,Accounting / Finance,7-<8,212
2025,Accounting / Finance,8-<9,51
2025,Accounting / Finance,9>=,1
2025,Accounting / Finance,Unknown prior,43
2025,Accounting / Finance,All,2211
2025,Design and Technology (Textiles Technology),3-<4,15
2025,Design and Technology (Textiles Technology),4-<5,76
2025,Design and Technology (Textiles Technology),5-<6,150
2025,Design and Technology (Textiles Technology),6-<7,107
2025,Design and Technology (Textiles Technology),7-<8,84
2025,Design and Technology (Textiles Technology),8-<9,25
2025,Design and Technology (Textiles Technology),9>=,1
2025,Design and Technology (Textiles Technology),Unknown prior,6
2025,Design and Technology (Textiles Technology),All,464
2025,Design and Technology (Engineering),2-<3,2
2025,Design and Technology (Engineering),3-<4,20
2025,Design and Technology (Engineering),4-<5,81
2025,Design and Technology (Engineering),5-<6,131
2025,Design and Technology (Engineering),6-<7,147
2025,Design and Technology (Engineering),7-<8,76
2025,Design and Technology (Engineering),8-<9,55
2025,Design and Technology (Engineering),9>=,7
2025,Design and Technology (Engineering),Unknown prior,11
2025,Design and Technology (Engineering),All,530
2025,Design and Technology (Product Design),<1,1
2025,Design and Technology (Product Design),2-<3,17
2025,Design and Technology (Product Design),3-<4,344
2025,Design and Technology (Product Design),4-<5,1454
2025,Design and Technology (Product Design),5-<6,2341
2025,Design and Technology (Product Design),6-<7,2068
2025,Design and Technology (Product Design),7-<8,1134
2025,Design and Technology (Product Design),8-<9,488
2025,Design and Technology (Product Design),9>=,31
2025,Design and Technology (Product Design),Unknown prior,143
2025,Design and Technology (Product Design),All,8021
